ID;TWEET;label;len emoji;len text;len letters;TWEET_clean
4036;ايه الماده الزباله دي ليه كده !;surprise;0;7;11;ايه الماده الزباله دي ليه كده
4037;وقلت يعني شوي وراح تخف والا انا كل شوي وتزيد والله طول وقت الاختبار خايفه استفرغ علي الورقه;fear;0;18;22;وقلت يعني شوي وراح تخف والا انا شوي وتزيد والله طول وقت الاختبار خايفه استفرغ علي الورقه
4038;نضاره الشمس الريبان ضاعت و حاسس اني نسيتها فالكليه و خايف اكتب علي جروب الدفعه ليتحفل عليا و حاجه بؤس يعني 😢;fear;1;22;23;نضاره الشمس الريبان ضاعت حاسس اني نسيتها فالكليه خايف اكتب علي جروب الدفعه ليتحفل عليا حاجه بؤس يعني 😢
4039;انا باهتم يا عمو. وكنت باتابعها الاوليمبياد الل فات. كنت باكتب علي هاشتاج  شجعوهم :);none;0;15;19;انا باهتم عمو وكنت باتابعها الاوليمبياد الل فات كنت باكتب علي هاشتاج شجعوهم
4040;محمود عبد العزيز فعلا كان من الممثلين الي ميتقدروش بالمال وتمثيله كان ليه ع الاقل هدف او معني  الله يرحمه;sympathy;0;20;20;محمود عبد العزيز فعلا الممثلين الي ميتقدروش بالمال وتمثيله ليه الاقل هدف او معني الله يرحمه
4041;هِيَ البدرُ حُسْناً والنساء كواكبٌ وٓ شَتَّانَ ما بَيْنَ الكَواكِب والبَدْرِ  مجنون ليلي  شعر فصيح  غزل  شعر غزل  ابيات…;love;0;19;32;البدر حسنا والنساء كواكب الكواكب والبدر مجنون ليلي شعر فصيح غزل شعر غزل ابيات…
4042;وانت من اهل ميتين امه ياحما;anger;0;6;10;وانت اهل ميتين امه ياحما
4043;و النبي هي الاوليمبياد تنفع من غير هشام رشاد و محسن نوح ؟ 󾌴󾌴 يا حزن الحزن;sadness;0;17;21;النبي الاوليمبياد تنفع هشام رشاد محسن نوح ؟ 󾌴󾌴 حزن الحزن
4044;تحيه اجلال وتقدير للشعب السعودي الصامد نحن معكم ضد جشع شركات الاتصال  اليوم 75 stc راح نفلسكم;sympathy;0;17;27;تحيه اجلال وتقدير للشعب السعودي الصامد معكم ضد جشع شركات الاتصال اليوم 75 stc نفلسكم
4045;يا ريت الاخوه المسلمين العرب في الاوليمبياد لو فازوا بحاجه .. لو يعني   بلاش حكايه سجده الشكر و رفعه الايدين حمداً ده لعب في الاخر يعني .;none;0;27;23;ريت الاخوه المسلمين العرب الاوليمبياد فازوا بحاجه يعني بلاش حكايه سجده الشكر رفعه الايدين ده لعب الاخر يعني
4046;في اي مصريين حيلعبوا النهارده في الاوليمبياد;none;0;7;15;اي مصريين حيلعبوا النهارده الاوليمبياد
4047;: ندعم بكل قوه وتفاؤل البطل   عبدالله طرقي الرشيدي ويشرفنا نبشره بارض سكينه جار  فهيد الديحاني كحافزله لتحقيق الذهبيه???? ht…;love;0;20;30;ندعم بكل قوه وتفاؤل البطل عبدالله طرقي الرشيدي ويشرفنا نبشره بارض سكينه جار فهيد الديحاني كحافزله لتحقيق الذهبيه ht…
4048;حاجه كده بمناسبه الاوليمبياد;none;0;4;14;حاجه كده بمناسبه الاوليمبياد
4049;يوم مميز للسباحه الصينيه هي زي، اولًا فازت بالميداليه الفضيه ثم تقدم صديقها السباح كين كاي لخطبتها امام الحضور ووافقت .. عجائب الاوليمبياد;surprise;0;23;29;يوم مميز للسباحه الصينيه زي، اولا فازت بالميداليه الفضيه تقدم صديقها السباح كين كاي لخطبتها امام الحضور ووافقت عجائب الاوليمبياد
4050;امراه رائعه;joy;0;2;7;امراه رائعه
4051;حينما يعدُك وتتامل وتحلم ، ويُخلف !!!!;sadness;0;7;17;حينما يعدك وتتامل وتحلم ، ويخلف
4052;بالتوفيق احمد عبد الرحمن  الاوليمبياد;none;0;5;15;بالتوفيق احمد عبد الرحمن الاوليمبياد
4053;الوحده قاتله ( الباندا (Qizai) هو  الباندا الوحيد  بني اللون في العالم عندما كان عمره شهرين هجرته  امه بسبب لونه…;surprise;0;20;27;الوحده قاتله الباندا Qizai الباندا الوحيد بني اللون العالم عندما عمره شهرين هجرته امه بسبب لونه…
4054;تراني خايف بشكل ما تتصوره;fear;0;5;16;تراني خايف بشكل تتصوره
4055;صباحك ورد وياسمين وفل وكل شي حلو ????????;love;0;8;17;صباحك وياسمين وفل وكل شي حلو
4056;: رعاه البغال يتطاولون في البنيان     هُبل الثاني     يدخل الحرم ليلقي بظلاله علي الكعبه المشرفه  اماره السفهاء;anger;0;17;27;رعاه البغال يتطاولون البنيان هبل الثاني يدخل الحرم ليلقي بظلاله علي الكعبه المشرفه اماره السفهاء
4057;يارب يشوف كتابتي فزعتك ابوي سلمان لاضعف مخلوقات الله سلب حقها من البلديات  نطالب البلديات بالسعوديه ايقاف تسميم وقتل الكلاب;sadness;0;20;23;يارب يشوف كتابتي فزعتك ابوي سلمان لاضعف مخلوقات الله سلب حقها البلديات نطالب البلديات بالسعوديه ايقاف تسميم وقتل الكلاب
4058;بتوفيق يا العندليب  مبدااااع وهذي عويدك في كل مكان انشهر اسمك بطيب وانت تستاهل كل خير وربي فخر      خالد حامد بمهرجان العيساويه;joy;0;22;23;بتوفيق العندليب مبدااااع وهذي عويدك مكان انشهر اسمك بطيب وانت تستاهل خير وربي فخر خالد حامد بمهرجان العيساويه
4059;احيان كن قو الحزن والياس نبكي ع اشياء ما لها معني💦🔕. . .  بوح  حب  عبارات  اقتباسات  احساس  سالخير 🚶.;sadness;3;20;24;احيان قو الحزن والياس نبكي اشياء معني💦🔕 بوح حب عبارات اقتباسات احساس سالخير 🚶
4060;تركي العواد يسيء للسعوديات طبل براحتك بعيد عن امهاتنا!!;anger;0;9;19;تركي العواد يسيء للسعوديات طبل براحتك بعيد امهاتنا
4061;اغَرّكِ مني انّ حُبّكِ قاتِلي**وانكِ مهما تامري القلب يفعل   الالقاء المخيف لكلمات مخيفه :(  يارب  معلقات;love;0;16;26;اغرك مني ان حبك قاتليوانك تامري القلب يفعل الالقاء المخيف لكلمات مخيفه يارب معلقات
4062;العظيم .. هو محبه الله سبحانه ثم نبيه اللهم صل وسلم عليه;love;0;12;16;العظيم محبه الله سبحانه نبيه اللهم صل وسلم
4063;المفروض هالمقطع يكون اسمه الهروب الكبير!!;surprise;0;6;18;المفروض هالمقطع يكون اسمه الهروب الكبير
4064;مافيه هديه للي تاعب نفسه معاك والا نفسي نفسي????????;sadness;0;9;16;مافيه هديه للي تاعب نفسه معاك والا نفسي نفسي
4065;ويحدث ان تحتاج من بعد هذا التعب ان تتواري تنفصل كليًّا عما يحيط بك مثل لو انّ العالم دائره واخترت المبيت خارجها”;sadness;0;22;26;ويحدث ان تحتاج التعب ان تتواري تنفصل كليا يحيط ان العالم دائره واخترت المبيت خارجها ”
4066;احلام العنزي فخر الكويت الف الف مبروووووك بنت قبيلتي وبنت ديرتييييي???????????????????? كفو عيال الديره كل يوم اسم رافع اسمنا بشاره خير ان شاء الله;love;0;24;23;احلام العنزي فخر الكويت الف الف مبروووووك بنت قبيلتي وبنت ديرتييييي كفو عيال الديره يوم اسم رافع اسمنا بشاره خير ان شاء الله
4067;لمن يعتمدون علي  بوتين بوتين تحت حذاء امتنا... لمن يعتمدون علي  نتينياهو الكلب واعوانه تحت حذاء امتنا....لمن...;anger;0;17;17;لمن يعتمدون علي بوتين بوتين حذاء امتنا لمن يعتمدون علي نتينياهو الكلب واعوانه حذاء امتنالمن
4068;ف الفم ضحكه وف القلب حكايات❤️;joy;1;6;16;الفم ضحكه وف القلب حكايات❤️
4069;: جعل ابوي .. اللي عن الدنيا فنا ف الجنان : وتمطر الرحمه عليه  الله يرحمه;sympathy;0;16;19;ابوي اللي الدنيا فنا الجنان وتمطر الرحمه الله يرحمه
4070;:     مصر بيعت وكمات اجروها ...عصابه بتحكمنا;sadness;0;7;17;مصر بيعت وكمات اجروها عصابه بتحكمنا
4071;: زفوه قدامي وانا العين تبكيه زفوه للي حكمها بنت عمه فرحانه امه في نظرها تراعيه وانا اصيح الموت لـ القلب يمه;sadness;0;22;22;زفوه قدامي وانا العين تبكيه زفوه للي حكمها بنت عمه فرحانه امه نظرها تراعيه وانا اصيح الموت لـ القلب يمه
4072;"سانتظرك مهما طال بي الزمان  فاني رفعت يدي داعيا باسمك              والله  لا يرد اليد المرفوعه اليه  بالدعاء اليه خائبه ابدااا ..&amp;";joy;0;21;28;سانتظرك طال الزمان فاني رفعت يدي داعيا باسمك والله يرد اليد المرفوعه اليه بالدعاء اليه خائبه ابدااا amp
4073;اصفق واعلققق ياااربااااه مم مشش ممكن;surprise;0;6;16;اصفق واعلققق ياااربااااه مم مشش ممكن
4074;هي مصر متالقه في الاوليمبياد ولا انا فاهم غلط;surprise;0;9;17;مصر متالقه الاوليمبياد انا فاهم غلط
4075;يجيني خوف كل يوم لما اروح مع السواق،امس جات سياره بتشيلنا بس الحمدالله ربي لطف.😥;fear;1;15;25;يجيني خوف يوم اروح السواق،امس جات سياره بتشيلنا الحمدالله ربي لطف😥
4076;طب في واحد مصري بيلعب تنس طاوله ف الاوليمبياد ع نايل سبورت و بيادي يعني .. ف اللي فاضي يفتح يشجع بلده ✋🏻󾌰 — watching the Olympic Games;none;2;28;42;طب مصري بيلعب تنس طاوله الاوليمبياد نايل سبورت بيادي يعني اللي فاضي يفتح يشجع بلده ✋🏻󾌰 — watching the Olympic Games
4077;يا رب شفائك لمن مسّه ضر و لمن ضمّه القبر و فرجك لمن ضاق به الصّدر و جودك و كرمك لمن رفع يديه;sympathy;0;23;22;رب شفائك لمن مسه ضر لمن ضمه القبر فرجك لمن ضاق الصدر جودك كرمك لمن رفع يديه
4078;و دي اصلا رساله الاوليمبياد و الهدف منها;none;0;8;14;دي اصلا رساله الاوليمبياد الهدف
4079;رايت في عيناه سراً فما للقلب الا ان يميل..💞;love;1;9;17;رايت عيناه فما للقلب الا ان يميل💞
4080;فقط نظره الحسره والندم التي في عينيك علي فراقي، تكفيني....  انتقام  ندم;sadness;0;12;21;فقط نظره الحسره والندم عينيك علي فراقي، تكفيني انتقام ندم
4081;اومال يابنتي احنا نواينا صادقه  بس حلو الهاشتجين دول عجبني  كنزه حبيبه المصريين  ليث المصري السادس;joy;0;16;22;اومال يابنتي احنا نواينا صادقه حلو الهاشتجين دول عجبني كنزه حبيبه المصريين ليث المصري السادس
4082;كتنبيه، بقعد اتكلم عن الاوليمبياد لحد ما يخلّص لي 4 سنين وانا انتظره 🌞.;none;1;14;25;كتنبيه، بقعد اتكلم الاوليمبياد لحد يخلص 4 سنين وانا انتظره 🌞
4083;باذن الله منيف راح ياخذ حقه اللي صار ظلم 💔 وكلنا معكم وحنا جمهور الفخر معكم بعد ✋🏻;sympathy;3;18;24;باذن الله منيف ياخذ حقه اللي ظلم 💔 وكلنا معكم وحنا جمهور الفخر معكم ✋🏻
4084;كِنت خايفه افقده،والحين فقدته شعورالخوف ثابت فيني بكل شي.;fear;0;9;22;كنت خايفه افقده،والحين فقدته شعورالخوف ثابت فيني بكل شي
4085;: خايف اسكت انسي الكلام ولو اتكلمت تزيد جوايا الالام هقولك ايه وعاتبك ليه م انت قدرت تنساني امنتك ع قلبي وقسيت عليه يبقي ازاي…;fear;0;25;22;خايف اسكت انسي الكلام اتكلمت تزيد جوايا الالام هقولك ايه وعاتبك ليه انت قدرت تنساني امنتك قلبي وقسيت يبقي ازاي…
4086;ارسنال تركتكهم الافضل رجعت اشوفهم متعادلين وفريق سيء مايعرف يلعب كوره ؟!!;surprise;0;12;23;ارسنال تركتكهم الافضل رجعت اشوفهم متعادلين وفريق سيء مايعرف يلعب كوره ؟
4087;الاوليمبياد ديه الحب كله 😍😍 انا لو عليا اخد 3 اسابيع اجازه ومتحركش من قدامها;joy;2;15;23;الاوليمبياد ديه الحب كله 😍😍 انا عليا اخد 3 اسابيع اجازه ومتحركش قدامها
4088;انا بلعب كوره وبتابعها من وانت لسه ف اللفه ياحيلتها وكنت تكه وهكون فالفريق الاول اسوان وانشغلت بعدها .. انت تجهل الحجات دي ????????;anger;0;24;23;انا بلعب كوره وبتابعها وانت لسه اللفه ياحيلتها وكنت تكه وهكون فالفريق الاول اسوان وانشغلت بعدها انت تجهل الحجات دي
4089;كل ما اشوفك اقول لا انا قلبي ازاي.. بقي بيك مشغول وبسرعه كدا;surprise;0;13;20;اشوفك اقول انا قلبي ازاي بقي بيك مشغول وبسرعه كدا
4090;يا ربااااااااااااه ع الجمال يا رباااااااااااااااااه 💙;surprise;1;7;11;ربااااااااااااه الجمال رباااااااااااااااااه 💙
4091;ساعيش مع حبك مهما مر الزمان فلن انساك يومــاً وان بعــد المكــان 💜  شعر  فرح  حب  حزن  خواطر  عتاب  بوح  برودكاست  قصيد  مقتطفات;love;1;23;26;ساعيش حبك مر الزمان فلن انساك يومــا وان بعــد المكــان 💜 شعر فرح حب حزن خواطر عتاب بوح برودكاست قصيد مقتطفات
4092;الناس خايفه مش عارف ليه;fear;0;5;13;الناس خايفه مش عارف ليه
4093;ahmedsami1 يانهاااار جهل;surprise;0;3;16;ahmedsami1 يانهاااار جهل
4094;: انتَ وحشتني جدًا ، و وحشتنی نظره عينك وضحكتك،وحشني حضنك،وحشني كلامك..ووحشتني روحي اللي راحت من بعدك...وحشتني:)❤;love;1;17;27;انت وحشتني جدا ، وحشتنی نظره عينك وضحكتك،وحشني حضنك،وحشني كلامكووحشتني روحي اللي راحت بعدكوحشتني❤
4095;: الطريق لك اكثر متعه من انتهائه ....;love;0;8;17;الطريق اكثر متعه انتهائه
4096;اللي معترض علي لاعب مصر اللي رفع علم السعوديه في الاوليمبياد خلي امك تروح تلعب رمايه مكانه احمد موسي ستايل — feeling hyper;none;0;23;31;اللي معترض علي لاعب مصر اللي رفع السعوديه الاوليمبياد خلي امك تروح تلعب رمايه مكانه احمد موسي ستايل — feeling hyper
4097;قلوبنا ودعواتنا معكم❤  رساله لجندي عراقي;sympathy;1;6;18;قلوبنا ودعواتنا معكم❤ رساله لجندي عراقي
4098;كنت ومازلت مثلي الاعلي ربنا يرحمك  احمد زويل;sadness;0;8;16;كنت ومازلت مثلي الاعلي ربنا يرحمك احمد زويل
4099;افضل الصور ا?رسناليه في 2014 هشتاق جديد الكل ينزل افضل صور لديه;joy;0;12;24;افضل الصور ارسناليه 2014 هشتاق جديد الكل ينزل افضل صور لديه
4100;تجنني قوي يا فرسه يلا تعالي خاص;joy;0;7;16;تجنني قوي فرسه يلا تعالي خاص
4101;al3sl:   يمر العمر والدنيا لقي وفراق واللي سكن بقلوبنا صعب ننساه✋💔  حزن  خواطر;love;2;13;28;al3sl يمر العمر والدنيا لقي وفراق واللي سكن بقلوبنا صعب ننساه✋💔 حزن خواطر
4102;اجمل ماقيل بالحب ليس ان تمنع  حبيبك من  الاشياء بدافع  الغيره ان  يبتعد هو عن جميع الاشياء بدافع  حبك!;love;0;19;23;اجمل ماقيل بالحب ان تمنع حبيبك الاشياء بدافع الغيره ان يبتعد الاشياء بدافع حبك
4103;ياريت اتمني ..فانا دائما متعاطف مع المراه مقدر لدورها في المجتمع وفي الحياه والعالم زوكمان دورها العظيم علي تويتر في كافه الحسابات;sympathy;0;22;24;ياريت اتمني فانا دائما متعاطف المراه مقدر لدورها المجتمع وفي الحياه والعالم زوكمان دورها العظيم علي تويتر كافه الحسابات
4104;شافوم ممثل عرب في مونديال وهذا عالم ممثل علماء عرب في امريكا ما رنيش نهدر عليك راني نهدر علي الناس لتتحسس بزياده;sadness;0;22;22;شافوم ممثل عرب مونديال وهذا عالم ممثل علماء عرب امريكا رنيش نهدر راني نهدر علي الناس لتتحسس بزياده
4105;هو واجب ، عُمان لنا ونحن احق بها لا نكتمل الا بكم ، وجودكم حولنا مبعث فخر وامان ، متضامنون وبقوه معكم وسنظل كذلك…;sympathy;0;24;26;واجب ، عمان ونحن احق نكتمل الا ، وجودكم حولنا مبعث فخر وامان ، متضامنون وبقوه معكم وسنظل كذلك…
4106;الناس هتفضل تتكلم في موضوع  اسلام الشهابي دا لحد الاوليمبياد اللي جاي !;none;0;13;20;الناس هتفضل تتكلم موضوع اسلام الشهابي دا لحد الاوليمبياد اللي جاي
4107;هل تعلمون ماهي مقدمات مقدمات الحب هو  الاعجاب ،،;love;0;9;16;تعلمون ماهي مقدمات مقدمات الحب الاعجاب ،،
4108;مصر تاخد تاني ميداليه برونزيه ليها ف الاوليمبياد وف ليله واحده ومن لعبه واحده  فخر مصر محمد ايهاب البرونزيه التانيه من رفع الاثقال 👏👏✌✌✌;joy;5;24;22;مصر تاخد تاني ميداليه برونزيه ليها الاوليمبياد وف ليله واحده لعبه واحده فخر مصر محمد ايهاب البرونزيه التانيه رفع الاثقال 👏👏✌✌✌
4109;كل صفحات السلفيين مهتمه بالخول اسلام الشهابي تحديدا دونا عن كل لاعبي الاوليمبياد اكيد مش عشان التطبيع السلفي اللي حاصل مع اسرائيل لا;anger;0;23;22;صفحات السلفيين مهتمه بالخول اسلام الشهابي تحديدا دونا لاعبي الاوليمبياد اكيد مش عشان التطبيع السلفي اللي حاصل اسرائيل
4110;مطلوب مني مقال عن الاوليمبياد ، مش عارف هكتب ايه والله!;none;0;11;20;مطلوب مني مقال الاوليمبياد ، مش عارف هكتب ايه والله
4111;ما تسترجل يا ابن بت المره الخول انت وهو;anger;0;9;14;تسترجل ابن بت المره الخول انت
4112;سباح تونسي ف الاوليمبياد طلع ف المركز الاخير . واحد تونسي مشارك الخبر وكاتب الحمد لله انه ما غرقش 😂😂;none;2;20;25;سباح تونسي الاوليمبياد طلع المركز الاخير تونسي مشارك الخبر وكاتب الحمد لله انه غرقش 😂😂
4113;انا صرت خايفه من تفاؤلك.سامعه شي???;fear;0;6;19;انا صرت خايفه تفاؤلكسامعه شي
4114;حاسه ان فيه مرحله ذعر قادمه مش عايزه اخش فيها. انا خايفه.;fear;0;12;19;حاسه ان مرحله ذعر قادمه مش عايزه اخش انا خايفه
4115;الغرض الاساسي من الاوليمبياد ان كل دوله تفتخر باللاعب الرياضي اللي يمثلها. لذلك مره ثانيه: اه يالقهر😭;sadness;1;17;25;الغرض الاساسي الاوليمبياد ان دوله تفتخر باللاعب الرياضي اللي يمثلها لذلك مره ثانيه اه يالقهر😭
4116;كاظم الساهر  نواره عمري مروحتي  قنديلي    بوح بساتيني  مدي لي جسراً من رائحه الليمون;joy;0;14;21;كاظم الساهر نواره عمري مروحتي قنديلي بوح بساتيني مدي جسرا رائحه الليمون
4117;الاجمل من الفشل انك تحتفل بذكري الفشل هابي ترعه داي;joy;0;10;18;الاجمل الفشل انك تحتفل بذكري الفشل هابي ترعه داي
4118;KamalooZ: انا خايفه من يوم القيامه جدا ، لو ربنا اكرمني و دخلت الجنه هتشفع ف صحابي اللي اخدتهم الدنيا .;fear;0;21;30;KamalooZ انا خايفه يوم القيامه جدا ، ربنا اكرمني دخلت الجنه هتشفع صحابي اللي اخدتهم الدنيا
4119;ﺫﺍﺕ ﻳﻮﻡ ﻭﻋﺪﺗﻨﻲ ﺑﺄﻥ ﺗﺤﻤﻴﻨﻲ ﻣﻦ ﻛﻞ ﺷﻲ  ﻳﺆﻟﻤﻨﻲ ﻭﺍﻟﻴﻮﻡ ﺃﺭﻳﺪﻙ ﺃﻥ ﺗﺤﻤﻴﻨﻲ ﻣﻦ  ﺃﻟﻢ ﺗﺼﺮﻓﺎﺗﻚ;sadness;0;16;35;ﺫﺍﺕ ﻳﻮﻡ ﻭﻋﺪﺗﻨﻲ ﺑﺄﻥ ﺗﺤﻤﻴﻨﻲ ﻣﻦ ﻛﻞ ﺷﻲ ﻳﺆﻟﻤﻨﻲ ﻭﺍﻟﻴﻮﻡ ﺃﺭﻳﺪﻙ ﺃﻥ ﺗﺤﻤﻴﻨﻲ ﻣﻦ ﺃﻟﻢ ﺗﺼﺮﻓﺎﺗﻚ
4120;fisal holibi: اذا لم يعد لنا قلب يستطيع ان يتحمل مشاهد مصائب وتعز ونحن بعيدون عنهما،فما بالك بمن يكتوون بالنار ويعيشون الدمار!!…;sympathy;0;22;36;fisal holibi اذا يعد قلب يستطيع ان يتحمل مشاهد مصائب وتعز ونحن بعيدون عنهما،فما بالك يكتوون بالنار ويعيشون الدمار…
4121;اه تمام نحمد الله;joy;0;4;9;اه تمام نحمد الله
4122;انا عايزه اروح الاوليمبياد 😎😎😎;none;3;5;15;انا عايزه اروح الاوليمبياد 😎😎😎
4123;fg   روسيا وايران وافغانستان ليسوا عربا ليجي عربي متخاذل يحاسبهم;anger;0;10;21;fg روسيا وايران وافغانستان عربا ليجي عربي متخاذل يحاسبهم
4124;انقلوا علي ابوظبي1.. التعليق بالانجليزيه بس هتعيشوا اجواء الاوليمبياد المثيره. لحد البهوات بتوعنا ما يخلصوا ضيافه واستضافه.;none;0;17;28;انقلوا علي ابوظبي1 التعليق بالانجليزيه هتعيشوا اجواء الاوليمبياد المثيره لحد البهوات بتوعنا يخلصوا ضيافه واستضافه
4125;ما بقاش غير ابراهيم سعيد كمان .;surprise;0;7;16;بقاش ابراهيم سعيد كمان
4126;انت اكثر شي يستاهل اجييھ و انت اجمل شي بعيوني تري ♡  بوح;love;0;13;20;انت اكثر شي يستاهل اجييھ انت اجمل شي بعيوني تري ♡ بوح
4127;: ابتسمي فهُناك من يلتقط انفاسه حينها;love;0;7;17;ابتسمي فهناك يلتقط انفاسه حينها
4128;الخبر ده اول ما قريته قعدت اعيط معرفش اثرو فيا كده لييه ..ربنا يصبرهم والله;sympathy;0;15;22;الخبر ده اول قريته قعدت اعيط معرفش اثرو فيا كده لييه ربنا يصبرهم والله
4129;صباحك ويومك جميل انشاءلله..مرسي لذوقك;joy;0;5;20;صباحك ويومك جميل انشاءللهمرسي لذوقك
4130;لازم يعملوا في الاوليمبياد منافسات في مين اكتر واحد يخش غرقانه مثلا عشان اعرف اشارك 😅;none;1;16;24;لازم يعملوا الاوليمبياد منافسات مين اكتر يخش غرقانه مثلا عشان اعرف اشارك 😅
4131;alswaiyd انشهد حرااااام اللي يصير بالنصر بسبب ابراهيم غالب كرامه النادي بالحضيض بسبب ابراهيم هزلت;sadness;0;15;26;alswaiyd انشهد حرااااام اللي يصير بالنصر بسبب ابراهيم غالب كرامه النادي بالحضيض بسبب ابراهيم هزلت
4132;alqarnee: يا حي ياقيوم يا ذا الجلال والاكرام فرّج عن اهلنا في وارفع عنهم الباساء والضراء ياارحم الراحمين ويااكرم الاكرمين.  حل…;sympathy;0;21;30;alqarnee حي ياقيوم الجلال والاكرام فرج اهلنا وارفع عنهم الباساء والضراء ياارحم الراحمين ويااكرم الاكرمين حل…
4133;روحي الهي اشوفك داكتوره قد الدنيا زي ما بترفعي من روحي المعنويه قادر يا كريم هههههههههههههههه;joy;0;16;19;روحي الهي اشوفك داكتوره الدنيا زي بترفعي روحي المعنويه قادر كريم هههههههههههههههه
4134;: هو انا ممكن لما اجي اتقدملك اجبلك شبكه فضه بدل الدهب😊 : لي هو انا طالعه التانيه في الاوليمبياد👊😂😂;surprise;4;20;23;انا ممكن اجي اتقدملك اجبلك شبكه فضه بدل الدهب😊 انا طالعه التانيه الاوليمبياد👊😂😂
4135;في تغريدات عندي مادري كيف جت ؟؟ خايفه يكون حسابي مهكر !!;fear;0;12;21;تغريدات عندي مادري جت ؟؟ خايفه يكون حسابي مهكر
4136;الحب ليس له عمر ابداً.. هو باختصار : وفاء رجل ، واكتفاء انثي ..    مارسيل بروست  يونس بنشريف  العشق  شفشاون;love;0;20;28;الحب عمر ابدا باختصار وفاء رجل ، واكتفاء انثي مارسيل بروست يونس بنشريف العشق شفشاون
4137;كويس لي جي ضي شويه علي اقل نشحن كروستي االكهربايه باش منقعدش في حوش في مكان واحد وين يهرب ضي اشعر بي احباط شديد وين يهرب ضي لفتره طويله;sadness;0;29;22;كويس جي ضي شويه علي اقل نشحن كروستي االكهربايه باش منقعدش حوش مكان وين يهرب ضي اشعر احباط شديد وين يهرب ضي لفتره طويله
4138;المصريون لازم يخدوا ميداليه في الاوليمبياد في خيبه الامل.. تبقي الميداليه في جيبه ويتعولق وتروح منه;anger;0;16;21;المصريون لازم يخدوا ميداليه الاوليمبياد خيبه الامل تبقي الميداليه جيبه ويتعولق وتروح
4139;انا خايفه ف يوم يقول مش هنتنفس منتفسش;fear;0;8;14;انا خايفه يوم يقول مش هنتنفس منتفسش
4140;"باختِصَار ؛ تَعشَقُ شيئاً ، حَافِظ علَيه ، تُريدُ شَيئاً اتعَب مِن اجلِه ، تُحِبُّ احداً ، اهتَمّ بهِ !  العشق  باختصار";love;0;22;29;"باختصار ؛ تعشق شيئا ، حافظ ، تريد شيئا اتعب اجله ، تحب احدا ، اهتم العشق باختصار"
4141;دوله زي كازاخستان عدد المسيحين فها 25% وعدد المسلمين 70% بس هتلاقي اغلب اللعيبه مسيحين اكتر من 80% من اللي راحوا الاوليمبياد;none;0;22;27;دوله زي كازاخستان عدد المسيحين فها 25 وعدد المسلمين 70 هتلاقي اغلب اللعيبه مسيحين اكتر 80 اللي راحوا الاوليمبياد
4142;: بعكس لبيب نحاس الذي تودد للغرب يمدح الديمقراطيه  فلم يصدر عن المتحدث امور كهذه وكان يجب التاكيد علي اقامه الشريعه25;anger;0;21;28;بعكس لبيب نحاس تودد للغرب يمدح الديمقراطيه فلم يصدر المتحدث امور كهذه وكان يجب التاكيد علي اقامه الشريعه25
4143;ييازينها تفتح النفس فديت الابتسامه والله ????????????????????!  ساره عطار;joy;0;9;20;ييازينها تفتح النفس فديت الابتسامه والله ساره عطار
4144;سلم علي اليمن اذا دخلت قضيتها بيت الدول الملحده سيعيث الحوثيون فسادا وعهرا وسيجراون علي دول الخليج بمعاونه الخونه فيها;sadness;0;20;22;سلم علي اليمن اذا دخلت قضيتها بيت الدول الملحده سيعيث الحوثيون فسادا وعهرا وسيجراون علي دول الخليج بمعاونه الخونه
4145;خايف اقول اللي فقلبي ~;fear;0;5;10;خايف اقول اللي فقلبي
4146;الهدف الرئيسي من الاوليمبياد هو نشر روح السلام والمحبه والتعارف وليس لاعلان مواقف سياسيه. وقديماً كانت فتره هدنه من الحروب.;none;0;20;22;الهدف الرئيسي الاوليمبياد نشر روح السلام والمحبه والتعارف وليس لاعلان مواقف سياسيه وقديما كانت فتره هدنه الحروب
4147;اتفرجوا علي الجمباز الايقاعي في الاوليمبياد;none;0;6;15;اتفرجوا علي الجمباز الايقاعي الاوليمبياد
4148;لا يستقيمُ العالم الا براسٍ مائل علي كتفِ من نحب;love;0;10;19;يستقيم العالم الا براس مائل علي كتف نحب
4149;البعض لم يجد له موضوع يغرد بشانه سوي الدعاء علي العالم الكيمائي احمد زويل رحمه الله بزعم انه صهيوني!   واتسائل هل من صنع ( الفورد ) مسلم ؟؟;anger;0;28;29;البعض يجد موضوع يغرد بشانه سوي الدعاء علي العالم الكيمائي احمد زويل رحمه الله بزعم انه صهيوني واتسائل صنع الفورد مسلم ؟؟
4150;اه و في شكوك انه يلحق بس الوداد هيكسب في المغرب بشحن الجماهير;surprise;0;13;19;اه شكوك انه يلحق الوداد هيكسب المغرب بشحن الجماهير
4151;شيء ما مختبئ داخلي يجعلني خائفه يجعل من يومي الجميل قلق;fear;0;11;19;شيء مختبئ داخلي يجعلني خائفه يجعل يومي الجميل قلق
4152;: امريكا لديها مخزون نفطي اكثرمن ايه دوله ولكنها تستنزف نفطنا الان وتخزنه عندها،فهي امه تخطط للمستقبل;anger;0;17;23;امريكا لديها مخزون نفطي اكثرمن ايه دوله ولكنها تستنزف نفطنا الان وتخزنه عندها،فهي امه تخطط للمستقبل
